epoch,step,train_acc,train_loss,val_acc,val_loss
0,59,,,0.4141368269920349,1.0592339038848877
0,59,0.36096954345703125,1.0713871717453003,,
1,119,,,0.5781604051589966,1.0223051309585571
1,119,0.48238757252693176,1.0434447526931763,,
2,179,,,0.5672858953475952,0.952915370464325
2,179,0.5487597584724426,0.9948673248291016,,
3,239,,,0.5690982937812805,0.8883312344551086
3,239,0.5686940550804138,0.9319067597389221,,
4,299,,,0.569551408290863,0.8608375787734985
4,299,0.5689206123352051,0.8938053846359253,,
5,359,,,0.576801061630249,0.8485013246536255
5,359,0.5761694312095642,0.8751803636550903,,
6,419,,,0.5817852020263672,0.840523362159729
6,419,0.5740174651145935,0.8655161261558533,,
7,479,,,0.5858631730079651,0.8343384265899658
7,479,0.5786612033843994,0.8584451675415039,,
8,539,,,0.5903941988945007,0.8297989964485168
8,539,0.5810397267341614,0.8516730070114136,,
9,599,,,0.5894879698753357,0.8255825638771057
9,599,0.5846641659736633,0.848281741142273,,
10,659,,,0.5935659408569336,0.8221448063850403
10,659,0.5877223014831543,0.8417254090309143,,
11,719,,,0.5917534828186035,0.8194920420646667
11,719,0.5872692465782166,0.8407245874404907,,
12,779,,,0.5913004279136658,0.8165596127510071
12,779,0.5872692465782166,0.833890974521637,,
13,839,,,0.5949252247810364,0.8141599297523499
13,839,0.5914599895477295,0.8304751515388489,,
14,899,,,0.5940190553665161,0.8121311664581299
14,899,0.592819094657898,0.8319815993309021,,
15,959,,,0.5926597118377686,0.8103112578392029
15,959,0.592932403087616,0.8295258283615112,,
16,1019,,,0.5908473134040833,0.8089702129364014
16,1019,0.5931589007377625,0.828108012676239,,
17,1079,,,0.5949252247810364,0.8072782158851624
17,1079,0.5951976180076599,0.8252068758010864,,
18,1139,,,0.5940190553665161,0.8063336610794067
18,1139,0.5940650105476379,0.8286945223808289,,
19,1199,,,0.5980969667434692,0.8056182861328125
19,1199,0.5941782593727112,0.8239701986312866,,
20,1259,,,0.5976438522338867,0.8044946789741516
20,1259,0.5983690023422241,0.8187350630760193,,
21,1319,,,0.6021748781204224,0.8036900162696838
21,1319,0.5939517617225647,0.8206160068511963,,
22,1379,,,0.6021748781204224,0.8028539419174194
22,1379,0.5980291962623596,0.8172672390937805,,
23,1439,,,0.6035342216491699,0.802239716053009
23,1439,0.5950843691825867,0.8174622058868408,,
24,1499,,,0.6062528491020203,0.8017833232879639
24,1499,0.5976894497871399,0.8178244233131409,,
25,1559,,,0.6067059636116028,0.8012650012969971
25,1559,0.5991618633270264,0.8151838183403015,,
26,1619,,,0.6062528491020203,0.8008931279182434
26,1619,0.6000679731369019,0.8157024383544922,,
27,1679,,,0.6053466200828552,0.8003731369972229
27,1679,0.5998414158821106,0.8153277635574341,,
28,1739,,,0.6071590185165405,0.8000238537788391
28,1739,0.6006342768669128,0.8146721720695496,,
29,1799,,,0.6067059636116028,0.7996256351470947
29,1799,0.5988220572471619,0.8141067028045654,,
30,1859,,,0.607612133026123,0.7994362711906433
30,1859,0.6008607745170593,0.8141090869903564,,
31,1919,,,0.607612133026123,0.7991389632225037
31,1919,0.6008607745170593,0.8126364946365356,,
32,1979,,,0.6085183620452881,0.7991527915000916
32,1979,0.6017668843269348,0.8122810125350952,,
33,2039,,,0.6062528491020203,0.7989164590835571
33,2039,0.6034658551216125,0.8125905990600586,,
34,2099,,,0.6080652475357056,0.798657238483429
34,2099,0.6004077196121216,0.8116702437400818,,
35,2159,,,0.6071590185165405,0.7983977198600769
35,2159,0.6014271378517151,0.80870121717453,,
36,2219,,,0.6103307604789734,0.798236072063446
36,2219,0.5979159474372864,0.8114237189292908,,
37,2279,,,0.6089714765548706,0.7980377674102783
37,2279,0.6052780747413635,0.8088129162788391,,
38,2339,,,0.6107838749885559,0.7979759573936462
38,2339,0.6002944707870483,0.8077898621559143,,
39,2399,,,0.6094245314598083,0.7977449297904968
39,2399,0.6050515174865723,0.8104942440986633,,
40,2459,,,0.6103307604789734,0.7976167798042297
40,2459,0.6069769859313965,0.8053297996520996,,
41,2519,,,0.6107838749885559,0.7975574135780334
41,2519,0.6044852137565613,0.8071398138999939,,
42,2579,,,0.6112369894981384,0.7975459694862366
42,2579,0.6027862429618835,0.8066658973693848,,
43,2639,,,0.6094245314598083,0.7971912622451782
43,2639,0.6008607745170593,0.8123890161514282,,
44,2699,,,0.6089714765548706,0.7970355153083801
44,2699,0.6028995513916016,0.8061107993125916,,
45,2759,,,0.6098776459693909,0.7967182993888855
45,2759,0.6082229018211365,0.8058191537857056,,
46,2819,,,0.6089714765548706,0.7966210246086121
46,2819,0.6041454076766968,0.8063267469406128,,
47,2879,,,0.6103307604789734,0.7965561747550964
47,2879,0.6081096529960632,0.8037450909614563,,
48,2939,,,0.611690104007721,0.7963859438896179
48,2939,0.604938268661499,0.8079275488853455,,
49,2999,,,0.6094245314598083,0.7962448000907898
49,2999,0.6098085641860962,0.8061109781265259,,
50,3059,,,0.6094245314598083,0.7961673736572266
50,3059,0.6014271378517151,0.8048663139343262,,
51,3119,,,0.6103307604789734,0.7962885499000549
51,3119,0.6057311296463013,0.8066616058349609,,
52,3179,,,0.6094245314598083,0.7961252927780151
52,3179,0.6048250198364258,0.8050915598869324,,
53,3239,,,0.6103307604789734,0.7959874868392944
53,3239,0.6068637371063232,0.8046982884407043,,
54,3299,,,0.6103307604789734,0.7958638668060303
54,3299,0.6044852137565613,0.805888295173645,,
55,3359,,,0.6107838749885559,0.7958358526229858
55,3359,0.6070902943611145,0.8062536120414734,,
56,3419,,,0.6089714765548706,0.795769453048706
56,3419,0.6074300408363342,0.8023748397827148,,
57,3479,,,0.6121431589126587,0.7957711815834045
57,3479,0.6039189100265503,0.8032739758491516,,
58,3539,,,0.6112369894981384,0.7955272197723389
58,3539,0.6074300408363342,0.8038169145584106,,
59,3599,,,0.6094245314598083,0.7954614162445068
59,3599,0.6082229018211365,0.7989656925201416,,
60,3659,,,0.611690104007721,0.7953230738639832
60,3659,0.6047117710113525,0.801656186580658,,
61,3719,,,0.6121431589126587,0.795234739780426
61,3719,0.6083361506462097,0.8016777038574219,,
62,3779,,,0.6112369894981384,0.7953007221221924
62,3779,0.6050515174865723,0.8022119998931885,,
63,3839,,,0.6103307604789734,0.7953357696533203
63,3839,0.6074300408363342,0.8017585873603821,,
64,3899,,,0.6112369894981384,0.795455276966095
64,3899,0.6099218726158142,0.8041829466819763,,
65,3959,,,0.611690104007721,0.7953700423240662
65,3959,0.60675048828125,0.8014536499977112,,
66,4019,,,0.6103307604789734,0.7953890562057495
66,4019,0.606184184551239,0.8007404804229736,,
67,4079,,,0.611690104007721,0.7954097986221313
67,4079,0.6040321588516235,0.8039725422859192,,
68,4139,,,0.611690104007721,0.7953453660011292
68,4139,0.6111677289009094,0.8011724948883057,,
69,4199,,,0.6125962734222412,0.7954650521278381
69,4199,0.6072035431861877,0.8028901219367981,,
70,4259,,,0.6121431589126587,0.7952689528465271
70,4259,0.606070876121521,0.8011161088943481,,
71,4319,,,0.6112369894981384,0.7951829433441162
71,4319,0.6087892055511475,0.7968633770942688,,
72,4379,,,0.6103307604789734,0.7951610684394836
