epoch,step,train_acc,train_loss,val_acc,val_loss
0,54,,,0.32563406229019165,1.0670921802520752
0,54,0.33201178908348083,1.073340892791748,,
1,109,,,0.3854166567325592,1.0489944219589233
1,109,0.37777525186538696,1.0587778091430664,,
2,164,,,0.5552536249160767,1.020521640777588
2,164,0.46839600801467896,1.0348777770996094,,
3,219,,,0.5760869383811951,0.9763843417167664
3,219,0.531490683555603,1.0007365942001343,,
4,274,,,0.5711050629615784,0.9221789836883545
4,274,0.5675124526023865,0.9535627365112305,,
5,329,,,0.5661231875419617,0.8823302984237671
5,329,0.567059338092804,0.9171375036239624,,
6,384,,,0.5692934989929199,0.8632310032844543
6,384,0.5676257610321045,0.89641273021698,,
7,439,,,0.57201087474823,0.8543734550476074
7,439,0.576008141040802,0.8857484459877014,,
8,494,,,0.5774456262588501,0.8476254940032959
8,494,0.5785002112388611,0.8713135123252869,,
9,549,,,0.5806159377098083,0.8434073328971863
9,549,0.5774807333946228,0.8718522191047668,,
10,604,,,0.5833333134651184,0.8396848440170288
10,604,0.5855233073234558,0.8661053776741028,,
11,659,,,0.5865036249160767,0.8373655676841736
11,659,0.5788400769233704,0.8703384399414062,,
12,714,,,0.5874094367027283,0.8340772986412048
12,714,0.5850702524185181,0.8574163317680359,,
13,769,,,0.5883151888847351,0.8314183354377747
13,769,0.5830312371253967,0.8628102540969849,,
14,824,,,0.5887681245803833,0.829671323299408
14,824,0.5911871194839478,0.8572118282318115,,
15,879,,,0.5928441882133484,0.827416718006134
15,879,0.5860897302627563,0.8531320095062256,,
16,934,,,0.5932971239089966,0.8255730867385864
16,934,0.5855233073234558,0.8525314331054688,,
17,989,,,0.5942028760910034,0.8240671157836914
17,989,0.5857498645782471,0.8546074628829956,,
18,1044,,,0.5946558117866516,0.8223456144332886
18,1044,0.5840507745742798,0.8514783978462219,,
19,1099,,,0.5978260636329651,0.8212716579437256
19,1099,0.5869958996772766,0.847233772277832,,
20,1154,,,0.6000905632972717,0.8197162747383118
20,1154,0.5857498645782471,0.8419077396392822,,
21,1209,,,0.6005434989929199,0.8184778094291687
21,1209,0.5876755714416504,0.8435928821563721,,
22,1264,,,0.6009963750839233,0.81739741563797
22,1264,0.5891481637954712,0.8437314629554749,,
23,1319,,,0.5987318754196167,0.8170264363288879
23,1319,0.5884684920310974,0.8401623964309692,,
24,1374,,,0.5973731875419617,0.8160821199417114
24,1374,0.5883552432060242,0.8418805599212646,,
25,1429,,,0.5991848111152649,0.8150404095649719
25,1429,0.5820117592811584,0.8395646810531616,,
26,1484,,,0.5996376872062683,0.8143364787101746
26,1484,0.5880153775215149,0.841214656829834,,
27,1539,,,0.6000905632972717,0.8134498596191406
27,1539,0.5907340049743652,0.8363418579101562,,
28,1594,,,0.601902186870575,0.8128632307052612
28,1594,0.5926597118377686,0.8354188799858093,,
29,1649,,,0.6028079986572266,0.8124344348907471
29,1649,0.5918667912483215,0.8364264369010925,,
30,1704,,,0.6009963750839233,0.8112455010414124
30,1704,0.5936791896820068,0.832976222038269,,
31,1759,,,0.6037137508392334,0.810566782951355
31,1759,0.5899410843849182,0.8327268958091736,,
32,1814,,,0.601902186870575,0.8104373812675476
32,1814,0.5929995179176331,0.8330044150352478,,
33,1869,,,0.6055253744125366,0.809775173664093
33,1869,0.590620756149292,0.8322097063064575,,
34,1924,,,0.604619562625885,0.8092337846755981
34,1924,0.5925464630126953,0.8303447961807251,,
35,1979,,,0.6037137508392334,0.8089969754219055
35,1979,0.5928862690925598,0.832853376865387,,
36,2034,,,0.601902186870575,0.8083431124687195
36,2034,0.5907340049743652,0.82793790102005,,
37,2089,,,0.6037137508392334,0.8078563809394836
37,2089,0.592319905757904,0.828148603439331,,
38,2144,,,0.6037137508392334,0.8075039982795715
38,2144,0.5952650904655457,0.8277974724769592,,
39,2199,,,0.6032609343528748,0.8072187900543213
39,2199,0.591526985168457,0.8244180679321289,,
40,2254,,,0.6028079986572266,0.8070603013038635
40,2254,0.5975306034088135,0.8260779976844788,,
41,2309,,,0.6028079986572266,0.8065387606620789
41,2309,0.589827835559845,0.8269931077957153,,
42,2364,,,0.6041666865348816,0.8061907887458801
42,2364,0.5937924981117249,0.8262097239494324,,
43,2419,,,0.6014492511749268,0.806118369102478
43,2419,0.5942455530166626,0.8261750936508179,,
44,2474,,,0.6023550629615784,0.8056747913360596
44,2474,0.59956955909729,0.8238827586174011,,
45,2529,,,0.601902186870575,0.8050220608711243
45,2529,0.5952650904655457,0.8215286135673523,,
46,2584,,,0.60326087474823,0.8049525022506714
46,2584,0.597077488899231,0.8238478899002075,,
47,2639,,,0.601902186870575,0.8044701814651489
47,2639,0.5953783392906189,0.8208946585655212,,
48,2694,,,0.6028079986572266,0.8043670058250427
48,2694,0.5962845683097839,0.8241282105445862,,
49,2749,,,0.6028079986572266,0.804129958152771
49,2749,0.5949252247810364,0.8222016096115112,,
50,2804,,,0.6028079986572266,0.8038904666900635
50,2804,0.5943588614463806,0.8223609924316406,,
51,2859,,,0.6050724387168884,0.8035867214202881
51,2859,0.592206597328186,0.8214460611343384,,
52,2914,,,0.6041666865348816,0.8034919500350952
52,2914,0.5945854187011719,0.8250626921653748,,
53,2969,,,0.6037137508392334,0.8030758500099182
53,2969,0.5931128263473511,0.8210315108299255,,
54,3024,,,0.6068840622901917,0.8028237819671631
54,3024,0.5937924981117249,0.8181527256965637,,
55,3079,,,0.6077898740768433,0.8026803731918335
55,3079,0.5934526324272156,0.8196436166763306,,
56,3134,,,0.6073369383811951,0.8024428486824036
56,3134,0.5984367728233337,0.8184738755226135,,
57,3189,,,0.6050724387168884,0.8024394512176514
57,3189,0.5944721102714539,0.8208569884300232,,
58,3244,,,0.6050724387168884,0.8022833466529846
58,3244,0.591526985168457,0.8226084113121033,,
59,3299,,,0.6050724387168884,0.8021859526634216
59,3299,0.5985500812530518,0.8189677596092224,,
60,3354,,,0.604619562625885,0.8018026351928711
60,3354,0.5940190553665161,0.8159434795379639,,
61,3409,,,0.60597825050354,0.8016529083251953
61,3409,0.5971907377243042,0.8166331052780151,,
62,3464,,,0.6055253744125366,0.8015105128288269
62,3464,0.5927730202674866,0.8199096322059631,,
63,3519,,,0.60597825050354,0.8014274835586548
63,3519,0.5976438522338867,0.816693902015686,,
64,3574,,,0.6055253744125366,0.8013032078742981
64,3574,0.5935659408569336,0.8187056183815002,,
65,3629,,,0.60597825050354,0.8012839555740356
65,3629,0.5962845683097839,0.8196506500244141,,
66,3684,,,0.6055253744125366,0.801163375377655
66,3684,0.6005890369415283,0.8192391395568848,,
67,3739,,,0.6064311861991882,0.8012442588806152
67,3739,0.5962845683097839,0.8192747831344604,,
68,3794,,,0.6077898740768433,0.801114022731781
68,3794,0.5961712598800659,0.8203152418136597,,
69,3849,,,0.6077898740768433,0.8008769750595093
69,3849,0.6005890369415283,0.8156470656394958,,
70,3904,,,0.6077898740768433,0.8006824254989624
70,3904,0.5961712598800659,0.8137111663818359,,
71,3959,,,0.6086956262588501,0.8005683422088623
71,3959,0.5953783392906189,0.8176512122154236,,
72,4014,,,0.6082427501678467,0.8004205226898193
72,4014,0.6025147438049316,0.8155999183654785,,
73,4069,,,0.6077898740768433,0.8004112243652344
73,4069,0.5969641804695129,0.8145610094070435,,
74,4124,,,0.6086956262588501,0.8002915382385254
74,4124,0.5961712598800659,0.8165110349655151,,
75,4179,,,0.6086956262588501,0.8002820611000061
75,4179,0.598663330078125,0.8169349431991577,,
76,4234,,,0.6086956262588501,0.8002910017967224
76,4234,0.5977571606636047,0.8170865774154663,,
77,4289,,,0.6073369383811951,0.7999016046524048
77,4289,0.5984367728233337,0.8151807188987732,,
78,4344,,,0.6091485619544983,0.7997597455978394
78,4344,0.5991164445877075,0.8135852217674255,,
79,4399,,,0.6077898740768433,0.7996585965156555
79,4399,0.5984367728233337,0.8119637370109558,,
80,4454,,,0.6073369383811951,0.7993764281272888
80,4454,0.5984367728233337,0.8146231770515442,,
81,4509,,,0.6073369383811951,0.7995163202285767
81,4509,0.5944721102714539,0.8183664679527283,,
82,4564,,,0.6073369383811951,0.7996695041656494
