epoch,step,train_acc,train_loss,val_acc,val_loss
0,45,,,0.31671953201293945,1.0898905992507935
0,45,0.32699060440063477,1.1008367538452148,,
1,91,,,0.4077933728694916,1.0594204664230347
1,91,0.36006343364715576,1.076322078704834,,
2,137,,,0.5749886631965637,1.0012030601501465
2,137,0.47581833600997925,1.0377874374389648,,
3,183,,,0.5722700357437134,0.9176040291786194
3,183,0.5457016825675964,0.9764425158500671,,
4,229,,,0.5713638663291931,0.8724086284637451
4,229,0.557481050491333,0.9263301491737366,,
5,275,,,0.5826914310455322,0.859501838684082
5,275,0.5632574558258057,0.9098292589187622,,
6,321,,,0.5835976600646973,0.850934624671936
6,321,0.5637105107307434,0.8975691795349121,,
7,367,,,0.5826914310455322,0.8446442484855652
7,367,0.5694869160652161,0.8869452476501465,,
8,413,,,0.5790666341781616,0.8394564986228943
8,413,0.5716389417648315,0.8808354735374451,,
9,459,,,0.5826914310455322,0.8349983096122742
9,459,0.5701664686203003,0.8752809762954712,,
10,505,,,0.5867693424224854,0.8309657573699951
10,505,0.5802469253540039,0.8695881962776184,,
11,551,,,0.5908473134040833,0.8276044726371765
11,551,0.5780948996543884,0.8657156825065613,,
12,597,,,0.5931128263473511,0.8248244524002075
12,597,0.5794540643692017,0.8682145476341248,,
13,643,,,0.5958314538002014,0.8223721981048584
13,643,0.5809264779090881,0.865187406539917,,
14,689,,,0.5980969667434692,0.8195837140083313
14,689,0.57548987865448,0.8591726422309875,,
15,735,,,0.5976438522338867,0.8168162703514099
15,735,0.5834183096885681,0.8561922907829285,,
16,781,,,0.5958314538002014,0.8141717314720154
16,781,0.5820591449737549,0.8557397127151489,,
17,827,,,0.5944721102714539,0.8120911717414856
17,827,0.5809264779090881,0.8511054515838623,,
18,873,,,0.5971907377243042,0.8101361393928528
18,873,0.5831917524337769,0.8515446782112122,,
19,919,,,0.5999093651771545,0.8090013265609741
19,919,0.5863631367683411,0.8519139289855957,,
20,965,,,0.599456250667572,0.8075215220451355
20,965,0.5850039720535278,0.8486925363540649,,
21,1011,,,0.6012687087059021,0.8057149648666382
21,1011,0.5826254487037659,0.842275857925415,,
22,1057,,,0.6012687087059021,0.8040933609008789
22,1057,0.5867028832435608,0.8412588238716125,,
23,1103,,,0.6035342216491699,0.8029100894927979
23,1103,0.5831917524337769,0.8418365120887756,,
24,1149,,,0.6039873361587524,0.8016023635864258
24,1149,0.5895344614982605,0.8394931554794312,,
25,1195,,,0.6026279926300049,0.8006839752197266
25,1195,0.5835315585136414,0.8426742553710938,,
26,1241,,,0.6039873361587524,0.7993286848068237
26,1241,0.5927058458328247,0.8391774892807007,,
27,1287,,,0.6039873361587524,0.7986489534378052
27,1287,0.5827386975288391,0.8386361598968506,,
28,1333,,,0.6053466200828552,0.7981002926826477
28,1333,0.5912334322929382,0.8388174176216125,,
29,1379,,,0.6048935055732727,0.7972546219825745
29,1379,0.5886284112930298,0.8349916934967041,,
30,1425,,,0.6071590185165405,0.7967627644538879
30,1425,0.5886284112930298,0.8364856839179993,,
31,1471,,,0.6053466200828552,0.7957898378372192
31,1471,0.5897610187530518,0.8305400609970093,,
32,1517,,,0.6053466200828552,0.7955062985420227
32,1517,0.5923660397529602,0.8343090415000916,,
33,1563,,,0.6071590185165405,0.7950486540794373
33,1563,0.5917997360229492,0.8364466428756714,,
34,1609,,,0.607612133026123,0.7946067452430725
34,1609,0.5912334322929382,0.833285391330719,,
35,1655,,,0.6089714169502258,0.7939807772636414
35,1655,0.5902140736579895,0.8295404314994812,,
36,1701,,,0.6103307604789734,0.7936601042747498
36,1701,0.5888549089431763,0.8262549638748169,,
37,1747,,,0.6103307604789734,0.7929496765136719
37,1747,0.5925925970077515,0.8290531039237976,,
38,1793,,,0.6094245314598083,0.7927258014678955
38,1793,0.5924793481826782,0.8247305154800415,,
39,1839,,,0.6112369894981384,0.7920958995819092
39,1839,0.591686487197876,0.8307369351387024,,
40,1885,,,0.607612133026123,0.7922406196594238
40,1885,0.5940650105476379,0.8239540457725525,,
41,1931,,,0.6112369894981384,0.7920056581497192
41,1931,0.5972363948822021,0.8267678618431091,,
42,1977,,,0.6107838749885559,0.7920738458633423
42,1977,0.5891947150230408,0.8282029628753662,,
43,2023,,,0.6107838749885559,0.791492223739624
43,2023,0.5921395421028137,0.8234613537788391,,
44,2069,,,0.6076120734214783,0.7914939522743225
44,2069,0.5855702757835388,0.8298827409744263,,
45,2115,,,0.6053466200828552,0.7915502190589905
45,2115,0.5939517617225647,0.8268790245056152,,
46,2161,,,0.6067059636116028,0.7906386852264404
46,2161,0.5927058458328247,0.8242067694664001,,
47,2207,,,0.6094245314598083,0.7901899814605713
47,2207,0.5947445631027222,0.8203065991401672,,
48,2253,,,0.607612133026123,0.7906932830810547
48,2253,0.591686487197876,0.8289484977722168,,
49,2299,,,0.6071590185165405,0.7901718020439148
49,2299,0.5955374240875244,0.8237859606742859,,
50,2345,,,0.6053466200828552,0.7900630235671997
50,2345,0.5914599895477295,0.8237224221229553,,
51,2391,,,0.6039873361587524,0.789936363697052
51,2391,0.5907803773880005,0.8261736631393433,,
52,2437,,,0.6044403910636902,0.7897652983665466
52,2437,0.5903273224830627,0.8247697949409485,,
53,2483,,,0.6080652475357056,0.7893438339233398
53,2483,0.5964435338973999,0.8201099038124084,,
54,2529,,,0.6048935055732727,0.7895473837852478
54,2529,0.5944048166275024,0.8257368803024292,,
55,2575,,,0.6085183620452881,0.7895601391792297
55,2575,0.5944048166275024,0.8245686888694763,,
56,2621,,,0.607612133026123,0.7894560098648071
56,2621,0.5896477699279785,0.8205150961875916,,
57,2667,,,0.6094245314598083,0.7889817357063293
57,2667,0.5927058458328247,0.81746506690979,,
